CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,MBER_CO,FOND_DE
DGIST,대구광역시,대구광역시 달성군,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,13,20220310
DGZ,서울특별시,서울특별시 마포구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220609
DJK,대전광역시,대전광역시 유성구,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20230513
DJMB클럽,대전광역시,대전광역시 대덕구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220720
DKS,전라북도,전라북도 전주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,18,20200118
DKS,전라북도,전라북도 전주시덕진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,13,20220315
DMZ,광주광역시,광주광역시 남구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,20210405
DNUE OB,경상북도,경상북도 구미시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,12,20210613
DN휘트니스,인천광역시,인천광역시 남동구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220324
DOSS,경기도,경기도 성남시분당구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220603
DRAFT,서울특별시,서울특별시 송파구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220602
DRESSEL,서울특별시,서울특별시 송파구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20221101
DSA,부산광역시,부산광역시 북구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20220425
DSA,부산광역시,부산광역시 북구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,4,20190827
DS브라더스,대전광역시,대전광역시 중구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,4,20200722
DoNgs Skate Team,경기도,경기도 안양시,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20190609
Dok.4,울산광역시,울산광역시 남구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20230303
Dongjak Swimming Club,서울특별시,서울특별시 동작구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210713
Dream,대구광역시,대구광역시 달성군,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220707
DreamShake,세종특별자치시,세종특별자치시 전체,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,9,20210311
Drunken Penguins,광주광역시,광주광역시 동구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230227
E.O.S 스쿼시,경기도,경기도 화성시,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,20191104
EAST,울산광역시,울산광역시 동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,39,20220322
EAST,울산광역시,울산광역시 동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,10,20200103
EMP JumpRope,대구광역시,대구광역시 수성구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20200603
EMP줄넘기,대구광역시,대구광역시 수성구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,11,20220317
EMP줄넘기,대구광역시,대구광역시 전체,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,22,20210925
ENDGAME,부산광역시,부산광역시 수영구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,7,20191230
ENDLINE(엔드라인),강원도,강원도 원주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,28,20200105
ENJOY,전라북도,전라북도 전주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,10,20190430
ENT,충청북도,충청북도 청주시서원구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,23,20220516
ENT,충청북도,충청북도 청주시 서원구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,20200102
ENTHES,서울특별시,서울특별시 성북구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20220405
EPIC,경기도,경기도 수원시팔달구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,3,20221115
ES Team (이화요트),서울특별시,서울특별시 성동구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220530
ESSAY,경기도,경기도 고양시일산서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,12,20220329
EXIT퍼스널트레이닝,대구광역시,대구광역시 수성구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220503
EYB,충청남도,충청남도 당진시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,9,20230208
EZ SWIM,서울특별시,서울특별시 전체,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,20190515
EZ 펜싱클럽,서울특별시,서울특별시 강북구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20200227
Ewha Sailing Team,서울특별시,서울특별시 마포구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,9,20200601
F&L,전라북도,전라북도 전주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,17,20200115
F-1,대구광역시,대구광역시 달서구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220609
FAV,서울특별시,서울특별시 동작구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,16,20230417
FC리틀슛,부산광역시,부산광역시,축구,체육동호인조직,16세이하부,혼성,7,20220406
FC증산,경상남도,경상남도,축구,체육동호인조직,실업(일반),혼성,36,20220406
FELLAS(펠라스),전라북도,전라북도 전주시 완산구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,15,20200109
FIERCE(피어스),경기도,경기도 부천시,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,20210705
FLARE,대전광역시,대전광역시 서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,9,20220914
FLOW,경상북도,경상북도 구미시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,34,20220315
FLOW,경상북도,경상북도 구미시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,26,20210701
FM독스,경기도,경기도 김포시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20220628
FM팀,경기도,경기도 강동구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230317
FM팀,서울특별시,서울특별시 강동구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20230320
FORME,전라남도,전라남도 목포시,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,20210108
FRC(FamilyRacingClub),경기도,경기도 김포시,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230208
FRIENDS(프렌즈),강원도,강원도 원주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,15,20200102
Fast Break,경기도,경기도 광명시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,20200102
Fellow,서울특별시,서울특별시 종로구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20230405
Figure Team Kim Skating Club,경상북도,경상북도 포항시북구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220714
Figure_HB,경기도,경기도 남양주시,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20221011
First One,전라북도,전라북도 전주시덕진구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,17,20230322
Fitness991,서울특별시,서울특별시 강남구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,5,20230324
Flyers,서울특별시,서울특별시 영등포구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,7,20220808
Fun Fun Dance(일반부),경기도,경기도 안산시상록구,체조,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20220810
G.U.R.A,경기도,경기도 성남시수정구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,1,20230412
G.Y마스터즈,전라남도,전라남도 광양시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220706
GBA,경기도,경기도 김포시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,29,20220419
GBBF김포,경기도,경기도 김포시,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20190802
GCSC,경상북도,경상북도 김천시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,4,20230224
GDC,광주광역시,광주광역시 남구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,20,20201105
GENT,경기도,경기도 오산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20230315
GG Clay,경기도,경기도 화성시,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,20190326
GIBBON WATERPOLO CLUB by 청주,충청북도,충청북도 청주시 청원구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,2,20191119
GLORY,제주특별자치도,제주특별자치도 제주시,치어리딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,14,20200807
GMA합기도클럽,경기도,경기도 평택시,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,2,20220510
GMC,경기도,경기도 광명시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,25,20191219
GMC,경기도,경기도 광명시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20220322
GMK 지니어스,서울특별시,서울특별시 강동구,야구소프트볼(야구),체육동호인조직,실업(일반),혼성,2,20221226
GM수영클럽 (광주마스터즈수영클럽/GMSC),광주광역시,광주광역시 북구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,51,20220608
GM수영클럽NBU,광주광역시,광주광역시 북구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,22,20230302
