CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,Latitude,Longitude
세종특별자치시 복싱협회,세종특별자치시,세종특별자치시       ,복싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종특별자치시골프협회,세종특별자치시,세종특별자치시       세종특별자치시      ,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종특별자치시보디빌딩팀,세종특별자치시,세종특별자치시       세종특별자치시      ,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종특별자치시보디빌딩협회,세종특별자치시,세종특별자치시       ,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종특별자치시스쿼시연맹,세종특별자치시,세종특별자치시       세종특별자치시      ,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종특별자치시파크골프협회,세종특별자치시,세종특별자치시       세종특별자치시      ,파크골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종특별자치시패러글라이딩협회,세종특별자치시,세종특별자치시       세종특별자치시      ,패러글라이딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종펜싱클럽,세종특별자치시,세종특별자치시       ,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
세종한솔테니스클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종합기도천지관클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종화목클럽,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세종환경부축구동호회,세종특별자치시,세종특별자치시      ,축구,체육동호인조직,실업(일반),혼성,36.4799999,127.289
세종효,세종특별자치시,세종특별자치시       세종특별자치시      ,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세진검도관,강원도,강원도 횡성군,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4916,127.985
세컨드윈드,대구광역시,대구광역시       동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8865,128.6355
세테친,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세헤돈,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
세화고등학교 OB,제주특별자치도,제주특별자치도 제주시      ,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,33.4930566,126.5130589
세화리,제주특별자치도,제주특별자치도 제주시      ,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33.4930566,126.5130589
세화스쿼시클럽,경기도,경기도 부천시      ,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5014422,126.7660139
센타폴드인라인,대구광역시,대구광역시       달성군,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.7753,128.4312
센터라인,충청남도,충청남도 아산시      ,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.7899498,127.0026769
센텀테니스클럽,세종특별자치시,세종특별자치시       ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.4799999,127.289
센텀테니스회,세종특별자치시,세종특별자치시       세종특별자치시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.57261445,127.28329173053703
센텀펜싱클럽,부산광역시,부산광역시       해운대구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.1629,129.1638
센텀펜싱클럽,부산광역시,부산광역시       해운대구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.1629,129.1638
센트럴펜싱클럽,경기도,경기도 화성시      ,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.1994653,126.8312632
센트럴펜싱클럽,경기도,경기도 화성시      ,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.1994653,126.8312632
소금쟁이,충청북도,충청북도 충주시      ,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.9907334,127.9259891
소금쟁이,충청북도,충청북도 충주시      ,조정,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,36.9907334,127.9259891
소나무,전라북도,전라북도 군산시      ,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.9679984,126.7369036
소녀시대,광주광역시,광주광역시       서구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.1521401,126.8900561
소년점프,서울특별시,서울특별시       서대문구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5790747,126.9367861
소백클럽,경상북도,경상북도 영주시      ,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,36.805685,128.624054
소양,전라북도,전라북도 완주군,배드민턴,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.9039,127.1622
소양FC,전라북도,전라북도,축구,체육동호인조직,실업(일반),혼성,35.8198999,127.109
소울메이트,전라북도,전라북도 전주시      덕진구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8294,127.1342
소화누리,광주광역시,광주광역시       남구,에어로빅힙합,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.1327,126.9025
속초,강원도,강원도 속초시      ,게이트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
속초경찰서 테니스클럽,강원도,강원도 속초시      ,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
속초나인스배구클럽,강원도,강원도 속초시      ,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
속초무도관,강원도,강원도 속초시      ,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,38.2069574,128.5913424
속초시클럽,강원도,강원도 속초시      ,그라운드골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
속초합기도무도관클럽,강원도,강원도 속초시      ,합기도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,38.2069574,128.5913424
솔내음산악회,경기도,경기도 파주시      ,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.7598955,126.7801502
솔샘초등학교,강원도,강원도 원주시      ,유도,체육동호인조직,13세이하부,혼성,37.3420996,127.9197603
솔우타이치,경기도,경기도 성남시       분당구,우슈,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.3825999,127.1188
솔찬마루,대구광역시,대구광역시       서구,태권도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.8716,128.5591
솔피,전라남도,전라남도 여수시      ,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,34.7546257,127.659859
솔피 요트 클럽,서울특별시,서울특별시       용산구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5323,126.99
솜리(익산)이순소프트테니스클럽,전라북도,전라북도 익산시      ,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,35.9479291,126.9578025
솜사탕,부산광역시,부산광역시       금정구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,35.2429,129.0926
송강,서울특별시,서울특별시       광진구,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5384,127.0828
송도체육센터,인천광역시,인천광역시       연수구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
송도펜싱클럽,인천광역시,인천광역시       연수구,펜싱,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4098,126.6787
