CLUB_NM,CTPRVN_NM,SIGNGU_NM,ITEM_NM,AFLTION_GROUP_NM,ITEM_CL_NM,SEXDSTN_FLAG_NM,Latitude,Longitude
인천강화군강화스포츠클럽U12,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천강화군강화스포츠클럽라온FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천강화군길상축구회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천강화군마리FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천강화군백일홍FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천강화군선원축구회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천강화군인천강화FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천강화군잠두FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천강화군한울FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구FCBROS,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구JD,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구경인교대AINS,인천광역시,인천광역시      ,축구,체육동호인조직,대학부,혼성,37.456,126.7052
인천계양구모차FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구셀마축구회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구아미고스,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구에스에스FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천계동,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천계산,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천계양60,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천귤현,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천기동대,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천백두산,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천비천,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천성제,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천아주,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천안남,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천안남축구클럽,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천계양구인천임학,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천청산,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천한우리,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구인천효성,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구파씨오네FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천계양구하나FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천광역시 홧팅,인천광역시,인천광역시       부평구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5070221,126.7220068
인천광역시보디빌딩협회,인천광역시,인천광역시       미추홀구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천광역시수영연맹,인천광역시,인천광역시       미추홀구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천광역시스쿼시연맹,인천광역시,인천광역시       부평구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5070221,126.7220068
인천광역시스키협회,인천광역시,인천광역시       미추홀구,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천광역시육상연맹,인천광역시,인천광역시       미추홀구,육상,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4636,126.6502
인천광역시줄넘기협회,인천광역시,인천광역시       미추홀구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천광역시체육회,인천광역시,인천광역시       미추홀구,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천광역시체육회,인천광역시,인천광역시       미추홀구,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천광역시체육회 인천스포츠클럽,인천광역시,인천광역시       미추홀구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4636,126.6502
인천광역시클럽,인천광역시,인천광역시       미추홀구,골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천광역시파크골프협회,인천광역시,인천광역시       남동구,파크골프,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.446902,126.7315126
인천광역시패러글라이딩협회,인천광역시,인천광역시       계양구,패러글라이딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5373539,126.7379078
인천교통공사,인천광역시,인천광역시       부평구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5070221,126.7220068
인천국제펜싱클럽,인천광역시,인천광역시       연수구,펜싱,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4098,126.6787
인천국제펜싱클럽,인천광역시,인천광역시       연수구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
인천남동구AKP,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구ANOTHERFC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구FCMSBU8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천남동구HIGHEND,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구LAVA,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구남동SSC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구남동구FC70,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구남동구미추홀파워FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구남동유나이티드,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천남동구더영FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구드림FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구산악연맹,인천광역시,인천광역시       남동구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.446902,126.7315126
인천남동구서창FCU8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천남동구아오스,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구이산FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인남FC60,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천FC50,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천FC60,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천FC돌핀,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천간석FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천교통공사,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천구월FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천남동FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천도시공사,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천동부FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천동우FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천레알FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천소래FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천시청,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천신남FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천어울림FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천청수FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천클로버FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구인천힐캐슬FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구제일FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천남동구펀앤펀푸르미FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천노인종합문화회관,인천광역시,인천광역시       남동구,국학기공,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.446902,126.7315126
인천논현중학교,인천광역시,인천광역시       남동구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.446902,126.7315126
인천대 배구 동호인팀(플라잉),인천광역시,인천광역시       연수구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4098,126.6787
인천동구송림FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천골드,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천동구OB,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천동구실버FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천동인천,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천동축,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천로타리,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천서흥,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천송육,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천송현,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천신명,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천유일,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천인우,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천하나,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천동구인천화도진,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천로드인라인클럽,인천광역시,인천광역시       서구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.545,126.676
인천마스터즈다이빙,인천광역시,인천광역시       미추홀구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천마스터하키클럽,인천광역시,인천광역시       남동구,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.446902,126.7315126
인천미추홀구FCDND,인천광역시,인천광역시      ,축구,체육동호인조직,대학부,혼성,37.456,126.7052
인천미추홀구KMFC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천미추홀구미추홀FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구미추홀사랑OB,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구백호축구회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구빅터FC인하대,인천광역시,인천광역시      ,축구,체육동호인조직,대학부,혼성,37.456,126.7052
인천미추홀구삼아FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구연학FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구연학삼아OB,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구용중FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구용현FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천남부FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천남인천FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천도화FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천돌바위FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천미추홀여성축구단,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천서해FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천소방축구단,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천신동아FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천용마루FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천인하FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천제물포FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천주안FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인천한마음FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구인하FC,인천광역시,인천광역시      ,축구,체육동호인조직,대학부,혼성,37.456,126.7052
인천미추홀구점보싸커스쿨,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천미추홀구주안북FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천미추홀구포그축구클럽,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천미추홀구한레블FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천바둑협회,인천광역시,인천광역시       미추홀구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4636,126.6502
인천백구회,인천광역시,인천광역시       남동구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.446902,126.7315126
인천부평구FC라엘,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천부평구LKFC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천부평구부평구청축구동호회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구삼산축구회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구솔레아스풋볼,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천부평구아이원FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천부평구아작스,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구에이씨클럽,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구유니콘FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천부평구유소녀FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천부평구인천미래FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천부광,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천부일,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천부평FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천부평유나이티드,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천북인천,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천성심,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천성일,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천신갈산,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천신복,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천용마,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천유니온,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천일신,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천청천,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구인천한울타리,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구총알FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구칼치오클럽,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천부평구히어로FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천빅스,인천광역시,인천광역시       부평구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5070221,126.7220068
인천사랑,인천광역시,인천광역시       ,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.456,126.7052
인천생활체육필드하키연합회,인천광역시,인천광역시       남동구,하키,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.446902,126.7315126
인천서구FC구일삼,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구KJEWELRYFC,인천광역시,인천광역시      ,축구,체육동호인조직,19세이하부,혼성,37.456,126.7052
인천서구검단U12,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구대인FC,인천광역시,인천광역시      ,축구,체육동호인조직,19세이하부,혼성,37.456,126.7052
인천서구두리1FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구리맨즈FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구리즈FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구마전고FC,인천광역시,인천광역시      ,축구,체육동호인조직,19세이하부,혼성,37.456,126.7052
인천서구바로FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구빅토리축구클럽,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구삼다수FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구서구드림FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구서구유나이티드,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구서동이FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구석남서FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구아라1FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구아레스FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구어쩌다FC,인천광역시,인천광역시      ,축구,체육동호인조직,19세이하부,혼성,37.456,126.7052
인천서구에피립토UNITED,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구에피립토UTD,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구연희생활축구회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구우리FC축구회,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구원당유나이티드2,인천광역시,인천광역시      ,축구,체육동호인조직,19세이하부,혼성,37.456,126.7052
인천서구웰리스FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구유니콘FC12,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구인천가람ING,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천가석FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천가좌FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천건지FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천검단OB,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천그린FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천서곶FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천서곶SM,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천서구FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천서구비바FC,인천광역시,인천광역시      ,축구,체육동호인조직,19세이하부,혼성,37.456,126.7052
인천서구인천서구지부U10,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구인천선후FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천시설공단소리울축구단,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천신현FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천원적산FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천유나이티드아카데미미추홀지부,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천서구인천철마FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천청라FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천프레스필드,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구인천프리,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천서구축구의신,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천선학빙상클럽,인천광역시,인천광역시       연수구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
인천쇼트꿈나무,인천광역시,인천광역시       연수구,빙상,공공스포츠클럽,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.4098,126.6787
인천시줄넘기협회,인천광역시,인천광역시       ,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,37.456,126.7052
인천엘리트피겨팀,인천광역시,인천광역시       연수구,빙상,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.4098,126.6787
인천여성바둑연맹,인천광역시,인천광역시       부평구,바둑,체육동호인조직,"13세이하부,16세이하부,19세이하부,대학부,실업(일반)",혼성,37.5070221,126.7220068
인천연수구ASSIST,인천광역시,인천광역시      ,축구,체육동호인조직,대학부,혼성,37.456,126.7052
인천연수구FCMEDI,인천광역시,인천광역시      ,축구,체육동호인조직,대학부,혼성,37.456,126.7052
인천연수구GROWFC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구로라FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구송도FCU8,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천연수구연수FC유소년축구클럽,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천연수구연수SC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구연수구여학생초등부FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천연수구연수스포잇FC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천연수구의리FC,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천YSC,인천광역시,인천광역시      ,축구,체육동호인조직,13세이하부,혼성,37.456,126.7052
인천연수구인천건우,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천늘푸른,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
인천연수구인천동남,인천광역시,인천광역시      ,축구,체육동호인조직,실업(일반),혼성,37.456,126.7052
